,text,label,text_uncleaned
4301,kita beruntung memiliki pemimpin seperti ganjarmahfud yang memprioritaskan keamanan digital melalui perkuatan bssn di semua tingkatan #ganjarmahfud2024 #dulujokowisekarangganjar #coblos3,Pertahanan dan Keamanan,Kita beruntung memiliki pemimpin seperti Ganjar-Mahfud yang memprioritaskan keamanan digital melalui perkuatan BSSN di semua tingkatan. @00QUMkMYo0j6gPj9JRkkhVHzjI9QjrrGVLOf5HUAyzA= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/nDokps2r3a
4302,capres cawapres ganjar pranowo dan mahfud md mari bersamasama kita buka jalan bagi nelayan yang terjebak kredit macet sebagai hasilnya mereka dapat melangkah menuju kebebasan finansial #nelayanbukajalan #ganjarpranowopilihanumat #ganjarmahfudrebound #jnk,Ekonomi,"Capres Cawapres Ganjar Pranowo dan Mahfud MD, mari bersama-sama kita buka jalan bagi nelayan yang terjebak kredit macet. Sebagai hasilnya, mereka dapat melangkah menuju kebebasan finansial. #NelayanBukaJalan #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK"
4303,banyak wilayah kumuh yg disulap jadi lebih baik dan layak oleh pak anies,Sosial Budaya,@WztvpGXWbkDhKY1H+fRw4K0HMg5Xe8fZzmTtO2zj5eA= @gLAY/LtXHaVLx9bbAuRwcWbbc0KlkOsrLF3vhd9nbtk= banyak wilayah kumuh yg disulap jadi lebih baik dan layak oleh pak anies
4304,pas tau visi misi ada yg untuk bangun kota aku seneng bgt apalagi pak anies pernah bilang pengen buat semacam policy buat kepala daerah biar satu nilai sama pusat jadi kan banyak kota bisa lebih maju lag,Sosial Budaya,@VpBLfclRwPRTGdA/6oMI/cvTlHHKI9AutDinfLCAJ1U= Pas tau visi misi 01 ada yg untuk bangun kota2 aku seneng bgt. Apalagi pak Anies pernah bilang pengen buat semacam policy buat kepala daerah biar satu nilai sama pusat. Jadi kan banyak kota bisa lebih maju lag
4305,keren fren pastiinpbowo gbranpasti bangun perkebunan yang berkesinabungan bagi menaikkan hasil tanaman dan hewan ternak #era02eraanakmuda masgbran kamiadadisini @tmmlsllmjeofwgdaotyrbntqfqja,Ekonomi,"@VeHOTKVhPO1T9svj9jWT55dH2Sw30XDdj1NmiOG5XIY= Keren fren, PastiinPBOWO GbranPASTI bangun perkebunan yang berkesinabungan bagi menaikkan hasil tanaman dan hewan ternak. #Era02EraAnakMuda MasGBRAN KamiADADISINI @+T0mm593lsL76297Lm+Jeo7FWGdA5OtyrBN/tQFqj7A="
4306,seperti ini yg perlu di usut kepolisian kenapa relawan prabowo salurkan bantuan pupuk murah sedangkan para petani susah dapat pupuk,Sumber Daya Alam,"@yZwHH+BW5niuLZOym9rfzSYWQJZTuKMW61CNXC2oLeo= Seperti ini yg perlu di usut Kepolisian kenapa Relawan Prabowo salurkan Bantuan Pupuk Murah sedangkan para PETANI susah dapat Pupuk,"
4307,kenapa prabowo terus mempertahankan model kampanye playing victim merasa didzalimi lawan saat debat bulan lalu ya karna hanya dari situ lah satu satu nya cara untuk mendapatkan simpati karna tidak bernyali untuk mengadakan dialog terbuka bersama masyarakat,Politik,RT @8ykczAWzFCinUTB2tlbwT3CkTYgAqhHa+C8Q0TpXVcs= Kenapa PRABOWO terus mempertahankan Model Kampanye Playing Victim Merasa didzalimi Lawan Saat debat 1 bulan lalu ? Ya Karna hanya dari situ lah satu satu nya cara untuk mendapatkan simpati Karna Tidak Bernyali Untuk Mengadakan Dialog Terbuka bersama Masyarakat [RE Catatan_ali7]
4308,saat prabowo subianto menanyakan tentang kenaikan air saat hujan adi membenarkan bahwa situasi memang demikian dan menekankan kesulitan mendapatkan air bersih sebagai masalah utama #indonesiasentris #indonesiahijau #02melanjutkan #anakmudaindonesiaemas,Sumber Daya Alam,"Saat Prabowo Subianto menanyakan tentang kenaikan air saat hujan, Adi membenarkan bahwa situasi memang demikian, dan menekankan kesulitan mendapatkan air bersih sebagai masalah utama. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas"
4309,kolaborasi hebat antara pak anies dan cak imin menyatukan visi untuk kemajuan yang inklusif dan berdampak positif,Politik,"@cWguTsOjAq0lrXLL2+OnlGq7unZxCF3ux3M77MULVTg= @lFmvIRG+h9l0SRrhcDDWDq+tG7FusC8Dt/9BzNnHPyg= @Rr3uIBgS6/CQ66xDHydLTam9pjrf3QK50Xv/nKkfkoc= Kolaborasi hebat antara Pak Anies dan Cak Imin, menyatukan visi untuk kemajuan yang inklusif dan berdampak positif"
4310,prabowo sby ahy dan muallem di mesjid raya baiturrahman banda aceh xis agusyudhoyono pdemokrat demokrat untuk rakyat,Politik,"Prabowo, SBY, AHY dan Muallem di Mesjid Raya Baiturrahman Banda Aceh ÃƒÂ°Ã‚Å¸Ã‚â€¢Ã‚Å’. xis AgusYudhoyono PDemokrat Demokrat Untuk Rakyat https://t.co/IcDb6jQDEg"
4311,ganjar tantang bawaslu usut gus miftah bagibagi uang di pamekasan,Politik,RT Ganjar Tantang Bawaslu Usut Gus Miftah Bagi-bagi Uang di Pamekasan https://t.co/FqVfXUOogg [RE CNNIndonesia]
4312,anies baswedan dan mas bowo mungkin terkenal tapi capres ganjar pranowo lebih nyata aja dia benerbener peduli sama isu lingkungan dan keberlanjutanabbcbk #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,"Anies Baswedan dan Mas Bowo mungkin terkenal, tapi Capres Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan.ABBc""-Bk #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/iUs25f5HXW"
4313,jawaban pak prabowo memang sudah tepat ada beberapa rahasia militer yang tidak boleh dibuka untuk kepentingan nasional,Pertahanan dan Keamanan,"RT Jawaban Pak Prabowo memang sudah tepat, ada beberapa rahasia militer yang tidak boleh dibuka untuk kepentingan nasional. [RE neohistoria_id]"
4314,fico ini munafik dia mengikuti kata gusdur bahwa mahfud ada peluru tak terkendali sedangkan gusdur juga pernah bilang bahwa prabowo adalah rang paling ikhlas ini sudah jelas transferan juga termasuk awkwkkw,Politik,"@rYeCVG90dQ34ghFcSY8x1ZC7b3GF8ZMV250w1okanLg= Fico ini munafik dia mengikuti kata"" Gusdur bahwa mahfud ada peluru tak terkendali, sedangkan gusdur juga pernah bilang bahwa Prabowo adalah rang paling ikhlas, ini sudah jelas transferan juga termasuk awkwkkw"
4315,prabowo hei maling koruptor kaum munafik dan antek asing prabowo tak pernah gentar pada kalian,Politik,"RT Prabowo: Hei Maling, Koruptor, Kaum Munafik, dan Antek Asing, Prabowo Tak Pernah Gentar pada Kalian https://t.co/sBWF7MVa3a [RE KompasTV]"
4316,terus terang saya belum tahu ini tapi ternyata ini danau buatan antara jakarta selatan dan depok untuk pendampingan air hujan salah satu karya yang inovatif dari gubenur anies baswedan rekam jejak,Sumber Daya Alam,RT Terus terang saya belum tahu ini. Tapi ternyata ini danau buatan antara Jakarta Selatan dan Depok untuk pendampingan air hujan. Salah satu Karya yang inovatif dari Gubenur Anies BaswedanÃƒÂ¢Ã‚â‚¬Ã‚Â¦ rekam jejak! https://t.co/WmJR2OsbeZ [RE ShamsiAli2]
4317,ada massa ppp di kampanye akbar anies baswedan insya allah umatnya bersama kita #temponasional,Politik,"RT Ada Massa PPP di Kampanye Akbar, Anies Baswedan: Insya Allah Umatnya Bersama Kita https://t.co/iIIVObWqkx #TempoNasional [RE tempodotco]"
4318,tertangkap kamera seorang emak pendukung saat di debat capres semalam yang berteriak anies bangsat langsung ketakutan saat dikondisiksn clear ya pendukung sama yg di dukung sama ga punya etika #2024aniespresiden,Politik,"RT Tertangkap kamera seorang emak2 pendukung 02 saat di debat capres semalam yang berteriak ""ANIES BANGSAT.."" Langsung ketakutan saat dikondisiksn.. Clear ya, pendukung sama yg di dukung sama2 ""GA PUNYA ETIKA.."" #2024AniesPresiden ÃƒÂ¢Ã‚ËœÃ‚ÂÃƒÂ¯Ã‚Â¸Ã‚Â https://t.co/9VzE9dNc1l [RE Malika6027]"
4319,program paslon ganjar pranowo dan mahfud md tawarkan solusi terdepan untuk ekonomi desa yang kuat#ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Ekonomi,Program Paslon Ganjar Pranowo dan Mahfud MD tawarkan solusi terdepan untuk ekonomi desa yang kuat.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/B8AFSO9EDH
4320,pasangan paket komplit ganjar pranowo mahfud md suara hati rakyat yang harus diwujudkan pilih ganjar pranowo tementemen #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,Pasangan Paket Komplit Ganjar Pranowo &amp; Mahfud MD suara hati rakyat yang harus diwujudkan. Pilih Ganjar Pranowo temen-temen. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/HwyMy0eGPr
4321,kan jls ke tidakadilan sama pak anies pak anies mau mendidik masyarakat utk pinter utk berani bersuara dng keresaaan dan ketidakadilan yg mrk terima tp di halang in dan izinnnya di larang kan berati mmng keresahan masyarakat itu nyata dan pemerintah tdk mau melihat ini,Sosial Budaya,"RT @iVc+x+GX+ms/1i8/TUB2RrsbqgoIkm1A1Nvt/ojIZko= @tyeg7fY5FfoPeUngpfcAAxBJ2opd1C5u2yk0x5CBJFI= Kan jls ke tidakadilan sama pak anies, pak anies mau mendidik masyarakat utk pinter, utk berani bersuara dng keresaaan dan ketidakadilan yg mrk terima tp di halang2 in dan izinnnya di larang, kan berati mmng keresahan masyarakat itu nyata dan pemerintah tdk mau melihat ini. [RE alboy_aboe]"
4322,indonesia maju visi prabowogibran untuk kemajuan berkelanjutan #jelassama02 dukungantulus untuk,Politik,Indonesia Maju: Visi Prabowo-Gibran untuk Kemajuan Berkelanjutan. #JelasSama02 DukunganTulus Untuk02 https://t.co/QsJeAlq5FA
4323,prabowo jangan termakan cuci otak indonesia negara miskin dan tidak mampu #klynews,Ideologi,Prabowo: Jangan Termakan Cuci Otak Indonesia Negara Miskin dan Tidak Mampu https://t.co/kdIyOhMMAU #KLYNews
4324,bulan januari ini serangan dari kubu dkk akan semakin sengit termasuk doxxing akun akun sosmed kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka jangan biarkan berkuasa asal bukan prabowo,Pertahanan dan Keamanan,RT Bulan januari ini serangan dari kubu @YXvZXURlcn8snOrGcqUzNVMTAyIxHtqq/iqU81CSY0I= dkk akan semakin sengit termasuk doxxing akun akun sosmed Kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka Jangan biarkan 02 berkuasa !! Asal Bukan Prabowo [RE partaimedsos45]
4325,pak ganjar tak sekadar bicara tapi membuktikan keunggulannya dalam debat #ganjarmahfud2024 #ganjarmahfudm3nang #ganjarmahfudm3nangdebat #gpmmd3 #debatcapres,Politik,"Pak Ganjar tak sekadar bicara, tapi membuktikan keunggulannya dalam debat! ÃƒÂ°Ã‚Å¸Ã‚â€”Ã‚Â£ÃƒÂ¯Ã‚Â¸Ã‚Â @DW+LkdwUllM6OeOPBcJEP4+pUJaWz5WLQeRrqtQ5EJ8= @pLJCxJDGpQCXaW4WOZ5+mvvBweZjCBHAk8n90qla16o= #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 #DebatCapres https://t.co/VsX1PFvwBI"
4326,#dialogganjar ganjar mmberi solusi,Politik,@9jbEuyeKHcojYKkWsU1agoRqi9dy3H2NRaqJvZQ1gaE= #DialogGanjar Ganjar M3mberi Solusi
4327,masyarakat di wilayah dki jakarta yakin bahwa ganjar pranowo mahfud md merupakan calon pemimpin yang paling tepat untuk membawa indonesia menuju kemajuan dan kesejahteraan salam kemenangan jumat seventeen #1keluargamiskin1sarjana,Politik,RT Masyarakat di wilayah DKI Jakarta yakin bahwa Ganjar Pranowo - Mahfud MD merupakan calon pemimpin yang paling tepat untuk membawa Indonesia menuju kemajuan dan kesejahteraan! Salam Kemenangan!ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Å¸ Jumat SEVENTEEN #1KeluargaMiskin1Sarjana https://t.co/vtJumgDEXt [RE GMJakarta]
4328,ganjarmahfud benarbenar memahami kebutuhan kita terutama dalam hal perbaikan kamanan nasional #ganjarmahfud2024 #dulujokowisekarangganjar #coblos3,Pertahanan dan Keamanan,"Ganjar-Mahfud benar-benar memahami kebutuhan kita, terutama dalam hal perbaikan K3amanan Nasional @EdQZmRIOMCIVzsOrpAM/KTadnbAB4KnIG9kcTZIhLsQ= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/ErkNEMqnEE"
4329,gempar netizen ungkap cak imin difitnah secara keji dipanggung debat seakan timnya menggunakan air mineral botol kemasan padahal anies dan cak imin menggunakan tumbler,Politik,RT Gempar! Netizen Ungkap Cak Imin difitnah secara Keji dipanggung Debat Seakan2 Timnya menggunakan Air Mineral Botol Kemasan. Padahal Anies dan Cak Imin Menggunakan Tumbler. https://t.co/4teebaTcos [RE abu_waras]
4330,respect warga disabilitas diberi kesempatan bertanya di acara desak anies,Sosial Budaya,RT RESPECT...!! warga disabilitas diberi kesempatan bertanya di acara desak anies https://t.co/lcOA76s4X2 [RE herculep638]
4331,calon presiden nomor urut anies baswedan merespon santai sikap capres nomor prabowo subianto pasca debat capres yang bergulir januari lalu #tempoheadliner #anies,Politik,RT Calon presiden nomor urut 1 Anies Baswedan merespon santai sikap capres nomor 2 Prabowo Subianto pasca- debat capres yang bergulir 7 Januari 2024 lalu. #TempoHeadliner #Anies https://t.co/qb02XDtSsn [RE tempodotco]
4332,temen gue ada yg dukung paslon dia cerita saat acara desak anies dijogja ada tempat yg batalin tiba ngeri nyaa penguasa ini,Sosial Budaya,@Zrrj8golLkzgG0wiXg4ZPiHBG5c7bgmSWUBspUnXdgM= Temen gue ada yg dukung paslon 01 dia cerita saat acara desak anies dijogja ada 2 tempat yg batalin tiba2 ngeri nyaa penguasa ini
4333,no really enjoy the show hal hal yg se indonesia gada yg berani tanya ke elit malam ini di lontarkan oleh pak anis ke pak prabowo stop normalisasi para elit berbuat se enak nya,Politik,"RT @0Bm/+2HqgHZd2iwdg8GCLxlBnod6Yu8zyGwEdkvIcF8= no, i really enjoy the show. hal hal yg se indonesia gada yg berani tanya ke elit malam ini di lontarkan oleh pak anis ke pak prabowo. stop normalisasi para elit berbuat se enak nya [RE wednesdude]"
4334,tapi buat yang mungkin baru pertama ketemu saya perkenalkan nama saya kaesang pangarep ketua umum psi #indonesiasentris #indonesiahijau #02melanjutkan #anakmudaindonesiaemas prabowo subianto,Politik,"Tapi buat yang mungkin baru pertama ketemu saya, perkenalkan nama saya Kaesang Pangarep Ketua Umum PSI, #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto"
4335,ketulusan prabowo tercermin dari semangatnya dalam mendidik generasi muda untuk cinta indonesia #02untukmelanjutkan buktinyata tiadahenti,Politik,Ketulusan Prabowo tercermin dari semangatnya dalam mendidik generasi muda untuk cinta Indonesia. #02UntukMelanjutkan BuktiNyata TiadaHenti https://t.co/CHBQ3V6cjq
4336,anies menjelaskan konsep awal jaklingko dan step by step caranya merealisasikan idenya di video hampir menit ini kita bisa paham bagaimana cara pikir anies baswedan yang sangat sejalan dengan narasi kampanyenya keadilan untuk semua adil untuk penumpang adil untuk sopir adil untuk pemilik angkutan benar memang untuk mewujudkan keadilan itu kita harus sering membuka ruangruang diskusi dan untuk merealisasikan ide ini anies baswedan membuka forum diskusi sampai kita butuh pemimpin yang sabar dan mau mendengar rakyatnya agar isi kepala kita bisa selaras untuk halhal yang mungkin tidak kita suka karena ketidaktahuan atau kurangnya pemahaman kita dengan isi kepala orang lain video ini bukan sekadar retorika bicara tapi sudah menjadi bukti salah satu keberhasilan anies baswedan di jakarta salut sih seorang akademisi bisa mengeksekusi idenya,Politik,"RT anies menjelaskan konsep awal jaklingko dan step by step caranya merealisasikan idenya. di video hampir 11 menit ini, kita bisa paham bagaimana cara pikir anies baswedan yang sangat sejalan dengan narasi kampanyenya; keadilan untuk semua. adil untuk penumpang, adil untuk sopir, adil untuk pemilik angkutan. benar memang, untuk mewujudkan keadilan itu kita harus sering membuka ruang-ruang diskusi dan untuk merealisasikan ide ini, anies baswedan membuka forum diskusi sampai 88x. kita butuh pemimpin yang sabar dan mau mendengar rakyatnya agar isi kepala kita bisa selaras untuk hal-hal yang mungkin tidak kita suka karena ketidaktahuan atau kurangnya pemahaman kita dengan isi kepala orang lain. video ini bukan sekadar retorika bicara, tapi sudah menjadi bukti salah satu keberhasilan anies baswedan di jakarta. salut sih seorang akademisi bisa mengeksekusi idenya ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚â‚¬ÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚Å ÃƒÂ°Ã‚Å¸Ã‚ÂÃ‚Â» [RE dayatpiliang]"
4337,utamakan gagasan dan diskusi anies kampanye jogetjoget sudah mulai berkurang volumenya,Politik,"RT Utamakan Gagasan dan Diskusi, Anies: Kampanye Joget-joget Sudah Mulai Berkurang Volumenya https://t.co/EnC8a3E6bu [RE OposisiCerdas]"
4338,ajak menangkan prabowogibran sby lanjutkan program pak jokowi,Politik,"RT Ajak Menangkan Prabowo-Gibran, SBY: Lanjutkan Program Pak Jokowi! https://t.co/28Qr5gb7OC [RE OposisiCerdas]"
4339, hari menuju pemungutan suara pilih capres nomor prabowogibran insyaallah ada khasiat program unggulan presiden lanjut makan siang gratis di sekolah dan bantuan gizi untuk ibu hamil #prabowogibran #bersamaindonesiamaju,Politik,"RT 41 Hari menuju pemungutan suara 2024. Pilih Capres Nomor 2 Prabowo-Gibran, Insyaallah ada 2 khasiat; Program unggulan Presiden @ZEQSr11rnzmskT+UspzVkKqD3Tw0eRVcd+3lV/C3osU= lanjut, makan siang gratis di sekolah dan bantuan gizi untuk Ibu hamil. #PrabowoGibran #BersamaIndonesiaMaju https://t.co/O7Hv9XZqQd [RE prabowogibran2]"
4340,masa anies disebut politik identitas yang lain engga,Politik,RT Masa Anies disebut politik identitas yang lain engga? https://t.co/GMZl7Kaptp [RE peterbrian_]
4341,pupuk bersubsidi langka tim prabowo gibran buat posko penyaluran pupuk bersubsidi untuk petani solar bersubsidi langka tim prabowo gibran buat posko penyaluran solar bersubsidi bagi nelayan beras mahal tim prabowo gibran berikan bansos beras terus negara ngapain,Ekonomi,"RT Pupuk bersubsidi langka, Tim Prabowo Gibran buat posko penyaluran pupuk bersubsidi untuk petani.. Solar bersubsidi langka, Tim Prabowo Gibran buat posko penyaluran solar bersubsidi bagi nelayan.. Beras mahal, Tim Prabowo Gibran berikan bansos beras.. Terus negara ngapain?! [RE Paltiwest]"
4342,bapak pendeta yusak ini dari magetan ke ponorogo jawa timur hadir untuk memberikan dukungan ke pak anies baswedan masihkah kalian memfitnah pak anies intoleransi dan radikal radikul,Sumber Daya Alam,RT Bapak Pendeta Yusak ini Dari Magetan ke Ponorogo Jawa timur hadir Untuk Memberikan Dukungan ke Pak Anies Baswedan ....masihkah Kalian Memfitnah Pak Anies Intoleransi dan Radikal -Radikul ???? https://t.co/K7hxibOQUl [RE Yurissa_Samosir]
4343,paslon amin menunjukkan gaya kampanye yg asik website keren program desak anies slepet imin sampai buat film mantab jgn lupa saksikan ntar ya,Politik,"RT Paslon AMIN menunjukkan gaya kampanye yg asik, website keren, program desak Anies, Slepet Imin, sampai buat film. MantabÃƒÂ¢Ã‚ËœÃ‚Â1ÃƒÂ¢Ã‚Æ’Ã‚Â£ÃƒÂ°Ã‚Å¸Ã‚â€¡Ã‚Â®ÃƒÂ°Ã‚Å¸Ã‚â€¡Ã‚Â©ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â ... Jgn lupa saksikan ntar ya https://t.co/YI0DKC1kry [RE ommi_siregar]"
4344,hukum yang tegak harapan kita sejahtera merata idaman bersama ganjar pranowomahfud md pilihan kita #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk #temanalamganjar #atikohibunegara #tabrakprof #apri2601,Politik,RT Hukum yang tegak harapan kita Sejahtera merata idaman bersama Ganjar Pranowo-Mahfud MD pilihan kita. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegaraÃƒâ€š #TabrakProfÃƒâ€š #Apri2601 https://t.co/sDv5FJhO0P [RE shaneya024]
4345,menjegal videotron anies baswedan hanya bagian kecil saja dari bentuk politik represif kekuasaan jokowi terhadap politik demokrasi sportif jujur dan adil yang justru diamanatkan rakyat kepadanya sadar atau tidak jokowi tengah melubangi perahunya sendiri jokowi dengan kekuasaannya ia mengira mampu memberangus suara rakyat yang menuntut perubahan dengan beragam caracara politik represif menempatkan pj gubernur di sebagian besar provinsi membiarkan iparnya menjadi ketua mk dan menggunakan mk sebagai alat melanggengkan kekuasaan menjegal kegiatan kampanye lawan politik memaksa birokrasi hingga ke tingkat desa untuk memenangkan pencalonan anaknya sebenarnya membuat jokowi hanya semakin dalam menggali kuburnya sendiri jokowi gelap mata dan menjadi amnesia sejarah tahun belanda jauh lebih kuat posisinya dibandingkan jokowi hari ini begitu pula rakyat posisinya jauh lebih lemah dulu dibanding hari ini tapi belanda kalah juga jokowi dengan kroninya ingin mengambil posisi belanda hari ini tapi dia lupa resiko yang dipikulnya jauh lebih berbahaya jokowi lupa diri bahwa dia bukan belanda dan tentara serta polisinya juga serumpun dengan penduduk negara yang dikuasainya semakin represif kekuasaan jokowi menekan arus tuntutan perubahan semakin menguat pula perlawanan rakyat yang akan dihadapinya kamuflase propaganda politik riang gembira dan menang satu putaran tak mampu lagi menutupi wajah asli politik nir etik ala jokowi dan fakta semakin ambruknya citra jokowi akibat caracara politik brutalnya dalam pikirannya pilpres mendatang yang jauh lebih solid perencanaanya daripada pilpres yang lalu akan berjalan sesuai dengan skenario yang telah disusun berbulanbulan sebelumnya tapi lihat saja puncaknya disaat hari pencoblosan dan perhitungan rekapitulasi suara di tps nanti jokowi dan kekuasaanya akan terhenyak pucat dan terkencingkencing melihat bahwa situasi tak berjalan sesuai rencana yang telah diatur begitu melihat rakyat membludak turun mengawal perhitungan suara maka hanya dalam hitungan jam orangorang kuat dan penjilat yang selama ini berjanji akan melindunginya lari satu persatu meninggalkannya aparat tak akan mampu berbuat apaapa kecuali kembali memihak kepada kekuatan rakyat tak ada pilihan lain kecuali mengawal masifnya desakan perubahan yang tak mampu lagi halanghalangi dulu ketika situasi perlawan rakyat terjadi belanda lari kembali pulang ke negeri leluhurnya membawa kekalahan tanpa ada yang menuntut pertanggung jawaban atas ulahnya kalau sekarang jokowi kalah mau kemana larinya padahal segudang tanggung jawab tengah menantinya,Politik,"RT Menjegal Videotron Anies Baswedan hanya bagian kecil saja dari bentuk politik represif kekuasaan Jokowi terhadap politik demokrasi, sportif, jujur dan adil yang justru diamanatkan rakyat kepadanya. Sadar atau tidak Jokowi tengah melubangi perahunya sendiri. Jokowi dengan kekuasaannya ia mengira mampu memberangus suara rakyat yang menuntut perubahan dengan beragam cara-cara politik represif. Menempatkan PJ Gubernur di sebagian besar Provinsi, membiarkan Iparnya menjadi Ketua MK dan menggunakan MK sebagai alat melanggengkan kekuasaan, menjegal kegiatan kampanye lawan politik, memaksa birokrasi hingga ke tingkat desa untuk memenangkan pencalonan anaknya sebenarnya membuat Jokowi hanya semakin dalam menggali kuburnya sendiri. Jokowi gelap mata dan menjadi amnesia sejarah. Tahun 1928 Belanda jauh lebih kuat posisinya dibandingkan Jokowi hari ini, begitu pula rakyat, posisinya jauh lebih lemah dulu dibanding hari ini, tapi Belanda kalah juga. Jokowi dengan kroninya ingin mengambil posisi Belanda hari ini. Tapi dia lupa, resiko yang dipikulnya jauh lebih berbahaya. Jokowi lupa diri bahwa dia bukan Belanda dan tentara serta polisinya juga serumpun dengan penduduk negara yang dikuasainya. Semakin represif kekuasaan Jokowi menekan arus tuntutan perubahan, semakin menguat pula perlawanan rakyat yang akan dihadapinya. Kamuflase propaganda politik riang gembira dan menang satu putaran tak mampu lagi menutupi wajah asli politik nir etik ala Jokowi dan fakta semakin ambruknya citra Jokowi akibat cara-cara politik brutalnya. Dalam pikirannya, Pilpres 2024 mendatang yang jauh lebih solid perencanaanya daripada Pilpres 2019 yang lalu akan berjalan sesuai dengan skenario yang telah disusun berbulan-bulan sebelumnya. Tapi lihat saja puncaknya disaat hari Pencoblosan dan perhitungan rekapitulasi suara di TPS nanti, Jokowi dan kekuasaanya akan terhenyak, pucat dan terkencing-kencing melihat bahwa situasi tak berjalan sesuai rencana yang telah diatur. Begitu melihat rakyat membludak turun mengawal perhitungan suara, maka hanya dalam hitungan jam orang-orang kuat dan penjilat yang selama ini berjanji akan melindunginya lari satu persatu meninggalkannya. Aparat tak akan mampu berbuat apa-apa kecuali kembali memihak kepada kekuatan rakyat, tak ada pilihan lain kecuali mengawal masifnya desakan perubahan yang tak mampu lagi halang-halangi. Dulu ketika situasi perlawan rakyat terjadi, Belanda lari kembali pulang ke negeri leluhurnya, membawa kekalahan tanpa ada yang menuntut pertanggung jawaban atas ulahnya, kalau sekarang Jokowi kalah, mau kemana larinya ? Padahal segudang tanggung jawab tengah menantinya!. [RE Naz_lira]"
4346,semangat rakyat dukung prabowo semakin tak terbendung #02menangkanhatirakyat kitaselaluada untukpragibs,Politik,@fT4cJWCMzY+Y02uXN/HvWJm2L+moeyh7gLbimFXLn+U= @FlPgwK7U3tWROnzkJI9w2sGor0xMVWozaXDfpk4SJPU= Semangat rakyat dukung Prabowo semakin tak terbendung. #02MenangkanHatiRakyat KitaSelaluAda UntukPragibs
4347,dengan ketegasan ganjarmahfud solusi tumpang tindih regulasi menjadi senjata ampuh di tangan presiden #ganjarmahfudm3nangdebat #ganjarmahfud2024 #coblos3,Politik,"Dengan ketegasan Ganjar-Mahfud, solusi tumpang tindih regulasi menjadi senjata ampuh di tangan presiden @YzkGKVQxw3h0MD2VQKrEDuHmXcHW5SM0igiP6ENXm8Q= #GanjarMahfudM3nangDebat #GanjarMahfud2024 #Coblos3 https://t.co/wLEhtcBHtF"
4348,positioning pak ganjar malam ini bagus sekali debat pertama terlihat netral debat yang sekarang mengambil posisi mencuri perhatian teruskan pak kalau amin tidak menang putaran kami tunggu bapak di putaran kedua,Politik,"RT Positioning Pak Ganjar malam ini bagus sekali. Debat pertama terlihat netral, debat yang sekarang mengambil posisi. Mencuri perhatian. Teruskan, Pak. Kalau AMIN tidak menang 1 putaran, kami tunggu bapak di putaran kedua. ÃƒÂ°Ã‚Å¸Ã‚Â¥Ã‚Â° [RE abdurarsyad]"
4349,kapolri listyo sigit prabowo singgung pemimpin yang melanjutkan presiden jokowi bukan yang mencari perbedaan,Politik,"RT Kapolri Listyo Sigit Prabowo Singgung Pemimpin yang Melanjutkan Presiden Jokowi, Bukan yang Mencari Perbedaan https://t.co/LyXBLrbQZx [RE OposisiCerdas]"
4350,suara ajengan muda ciamis bergemuruh prabowogibran akan membawa perubahan yang nyata #jabartetappakbowo darijabar untukindonesia,Politik,"Suara Ajengan Muda Ciamis bergemuruh, Prabowo-Gibran akan membawa perubahan yang nyata! #JabarTetapPakBowo DariJabar UntukIndonesia"
4351,prabowo jg bawa politik sara di gandeng hrs dkk #2019gantipresiden itu bisa dibilang hampir berhasil tpi jokowi pinter jg konternya dgn gandeng ketua mui s,Politik,"@gQYyBWWyB98vhqhgYH5CBUiMrKa5Tt2lEnXARpkbFU8= @3iHrEWlYmXaM2pzWyw737Hu9AYna0AesUQBDKQ3nQk0= Prabowo jg bawa politik sara di 2019 gandeng HRS dkk, #2019gantipresiden itu bisa dibilang hampir berhasil, tpi jokowi pinter jg konternya dgn gandeng ketua mui, s"
